country,country_iso2,document_type,title,year,document_url,source_filename,path_pdf,path_md,sha256,md5,size_bytes,page_count,ocr_reader
Peru,PE,Law,Law against violence in schools Peru 2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/01ee5bb3809f559e30e5ca3f23108afaa2d5a8a0.pdf,01ee5bb3809f559e30e5ca3f23108afaa2d5a8a0.pdf,documents/peru/r2e002/01ee5bb3809f559e30e5ca3f23108afaa2d5a8a0/document.pdf,documents/peru/r2e002/01ee5bb3809f559e30e5ca3f23108afaa2d5a8a0/document.md,4ee6e6d7baedbed1e00e891194f903fc53fe847d4b1db96729f060bd0ae8d15d,9c8341c728943a9bdb4ebc5416dc3cf8,658790,2,llamaparse
Peru,PE,Law,Law No. 28332 on the national fund for the development of Peruvian education - 2004,2004,https://media.unesco.org/sites/default/files/webform/r2e002/4a70599cd61e574715eda0391d20d31b87a4a13d.pdf,4a70599cd61e574715eda0391d20d31b87a4a13d.pdf,documents/peru/r2e002/4a70599cd61e574715eda0391d20d31b87a4a13d/document.pdf,documents/peru/r2e002/4a70599cd61e574715eda0391d20d31b87a4a13d/document.md,5bcde2ef7bbd79f3b794a1b4ab0bac53f9ad0f337e80e1221f8a4202956fdf2c,f5c37b4295b115d12a59c56dd873d43b,103447,2,llamaparse
Peru,PE,Law,Law prohibiting corporal punishment schools Peru 2015,2015,https://media.unesco.org/sites/default/files/webform/r2e002/9deeb5f3ebe288985abc8ac3333068f76dec296b.pdf,9deeb5f3ebe288985abc8ac3333068f76dec296b.pdf,documents/peru/r2e002/9deeb5f3ebe288985abc8ac3333068f76dec296b/document.pdf,documents/peru/r2e002/9deeb5f3ebe288985abc8ac3333068f76dec296b/document.md,6587d6fc5d4bb4bd70b7751aeedfa49cd5db57396244f2967cd19c6e2d834cc9,d13551584cd844f8a5ff85d3603cf9a2,769610,1,llamaparse
Peru,PE,Law,Law No. 28123 Amendment to the Law of Education - 2003,2003,https://media.unesco.org/sites/default/files/webform/r2e002/a64a812e642ae3a0538317b9c461c931e0b4ad7c.pdf,a64a812e642ae3a0538317b9c461c931e0b4ad7c.pdf,documents/peru/r2e002/a64a812e642ae3a0538317b9c461c931e0b4ad7c/document.pdf,documents/peru/r2e002/a64a812e642ae3a0538317b9c461c931e0b4ad7c/document.md,195a2754aea0900acfae93a6ccb704f9bd16f3753cbbfe40b70bd7d1a633cbc7,7e73f95db00005897bb4cdd716b2be28,29428,1,llamaparse
Peru,PE,Programme/plan,Human rights national plan - 2006-2010,2010,https://media.unesco.org/sites/default/files/webform/r2e002/c81be6ff146dc26f2a9a82e4d7922983dfeb7a75.pdf,c81be6ff146dc26f2a9a82e4d7922983dfeb7a75.pdf,documents/peru/r2e002/c81be6ff146dc26f2a9a82e4d7922983dfeb7a75/document.pdf,documents/peru/r2e002/c81be6ff146dc26f2a9a82e4d7922983dfeb7a75/document.md,207b2952af8ec6f8c713b5fe52d24ab818f8256c1dbceb503deb220fc590ae93,6ee4a5ae05c0c4c0ab0c89ec1ff27f91,289984,7,llamaparse
Peru,PE,Law,Law No. 27558 on the Promotion of the Education of Girls and Adolescents in Rural Areas - 2001,2001,https://media.unesco.org/sites/default/files/webform/r2e002/ed403d22d0df88820769dd01dd3b945c132aa8e0.pdf,ed403d22d0df88820769dd01dd3b945c132aa8e0.pdf,documents/peru/r2e002/ed403d22d0df88820769dd01dd3b945c132aa8e0/document.pdf,documents/peru/r2e002/ed403d22d0df88820769dd01dd3b945c132aa8e0/document.md,f4081799530b000d04b3b1244e08ee2d21533a2720d5d58828faed2690df4405,3a93370869fee77c8e5b79961e8458ab,255422,4,llamaparse
Philippines,PH,Law,Kindergarten education Act 2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/11b9ae38b0c33bd6d6bdd830a0c7e18522d16299.pdf,11b9ae38b0c33bd6d6bdd830a0c7e18522d16299.pdf,documents/philippines/r2e002/11b9ae38b0c33bd6d6bdd830a0c7e18522d16299/document.pdf,documents/philippines/r2e002/11b9ae38b0c33bd6d6bdd830a0c7e18522d16299/document.md,8bcdec9de5f432a3d492cedab28ab006cf7a48c68509a3e308866ce5a2b2f8f0,cc6ebdea4461942756a70528b305c07c,661067,4,llamaparse
Philippines,PH,Law,GMRC and Values education Act 2019,2019,https://media.unesco.org/sites/default/files/webform/r2e002/1b9ce2d907ab36af370ccf4f68be4d2a7ea24f2e.pdf,1b9ce2d907ab36af370ccf4f68be4d2a7ea24f2e.pdf,documents/philippines/r2e002/1b9ce2d907ab36af370ccf4f68be4d2a7ea24f2e/document.pdf,documents/philippines/r2e002/1b9ce2d907ab36af370ccf4f68be4d2a7ea24f2e/document.md,9861a742bd297cb1d35bf8247b1509f3073aa4d710f1076105af37ed9d9a1e6b,076e5af7dbe4a11c0cee7e70859b1785,1486097,3,datalab
Philippines,PH,Programme/plan,Philippines EFA 2015 National Plan of Action - 2005,2005,https://media.unesco.org/sites/default/files/webform/r2e002/c480574f413fa65a7c7f7a8ca0210b3934b1517d.pdf,c480574f413fa65a7c7f7a8ca0210b3934b1517d.pdf,documents/philippines/r2e002/c480574f413fa65a7c7f7a8ca0210b3934b1517d/document.pdf,documents/philippines/r2e002/c480574f413fa65a7c7f7a8ca0210b3934b1517d/document.md,fb8f22ce9d9457ace12d634c4aa3a6a4b938ec9085e6b9dcf7382ec1680670e5,8e2950bb865a39140c21d09fc99d5e46,5680836,88,reducto
Philippines,PH,Law,universal tertiary act 2016,2016,https://media.unesco.org/sites/default/files/webform/r2e002/d2708a4c0aa8a328e1a27807d88832a6a22da365.pdf,d2708a4c0aa8a328e1a27807d88832a6a22da365.pdf,documents/philippines/r2e002/d2708a4c0aa8a328e1a27807d88832a6a22da365/document.pdf,documents/philippines/r2e002/d2708a4c0aa8a328e1a27807d88832a6a22da365/document.md,56da6766f32c6ef44009562ee62aa5c8eea53d50a1d4e73584630dfcc82c8caf,73a9bda52349d685a108d0c24241d85a,2894562,7,reducto
Philippines,PH,Law,Enhanced Basic Education Act of 2013,2013,https://media.unesco.org/sites/default/files/webform/r2e002/e119986abbd26ebda9c3d8c18929b4487205d4d6.pdf,e119986abbd26ebda9c3d8c18929b4487205d4d6.pdf,documents/philippines/r2e002/e119986abbd26ebda9c3d8c18929b4487205d4d6/document.pdf,documents/philippines/r2e002/e119986abbd26ebda9c3d8c18929b4487205d4d6/document.md,448f83f3b46620c3c24e013e2c5a726338fbe662fc36c40475b66e1c5e8621a1,039aca76ce7973accb338de0106c51bc,5067575,6,datalab
Portugal,PT,Law,Law No. 46 on the Education System - 1986,1986,https://media.unesco.org/sites/default/files/webform/r2e002/029be0ac57c8cb497b641b5179174a19abb6433d.pdf,029be0ac57c8cb497b641b5179174a19abb6433d.pdf,documents/portugal/r2e002/029be0ac57c8cb497b641b5179174a19abb6433d/document.pdf,documents/portugal/r2e002/029be0ac57c8cb497b641b5179174a19abb6433d/document.md,733e71af3233eab55c87332b256e7e46f6bd363a41bbfb25978328f3448bbbc6,0f67a9bb0e116fb547f660c9d70f575c,1423251,15,llamaparse
Qatar,QA,Law,Law No. 25 on Mandatory Education - 2001,2001,https://media.unesco.org/sites/default/files/webform/r2e002/9350610e35789c668c689a08be001a2835969362.pdf,9350610e35789c668c689a08be001a2835969362.pdf,documents/qatar/r2e002/9350610e35789c668c689a08be001a2835969362/document.pdf,documents/qatar/r2e002/9350610e35789c668c689a08be001a2835969362/document.md,dcc041478364498dcd7be322e65892ab8ed3d0c6c14aac90a06e5f3bc883abf7,162868d022f8aa7e8a70845c0d75daf8,650678,2,datalab
Republic of Korea,KR,Law,Single-parent family support act as of 2018,2018,https://media.unesco.org/sites/default/files/webform/r2e002/330bff702eb19d383fb699a2426447045a56b007.pdf,330bff702eb19d383fb699a2426447045a56b007.pdf,documents/republic-of-korea/r2e002/330bff702eb19d383fb699a2426447045a56b007/document.pdf,documents/republic-of-korea/r2e002/330bff702eb19d383fb699a2426447045a56b007/document.md,b74be7a1cb3d203fe245aa1f1022c5b5fc2c69a06944e7a0d0f65ad973701c1a,13da5b5a480c6e0a37059bb65043289a,353418,15,docling+content-repair
Saint Kitts and Nevis,KN,Programme/plan,Education Sector Development 2000-2005,2005,https://media.unesco.org/sites/default/files/webform/r2e002/6b87d145b11505e717c27106c0b19c81b9e58075.pdf,6b87d145b11505e717c27106c0b19c81b9e58075.pdf,documents/saint-kitts-and-nevis/r2e002/6b87d145b11505e717c27106c0b19c81b9e58075/document.pdf,documents/saint-kitts-and-nevis/r2e002/6b87d145b11505e717c27106c0b19c81b9e58075/document.md,c7503c0f22254423673660811ebb2204d98ce5d7e10c968e0a63db3dd7b1013f,4acc32799ea6b5d34d14a08451e7bad7,3629686,103,reducto
Saint Lucia,LC,Programme/plan,Early Childhood Policy - 2009,2009,https://media.unesco.org/sites/default/files/webform/r2e002/b9f722f803392c33827f363a64374c020ef2671f.pdf,b9f722f803392c33827f363a64374c020ef2671f.pdf,documents/saint-lucia/r2e002/b9f722f803392c33827f363a64374c020ef2671f/document.pdf,documents/saint-lucia/r2e002/b9f722f803392c33827f363a64374c020ef2671f/document.md,e6176163fc35e335437a8270293621bbdb27148b9a8f69b362c21ff6d9eb8fac,07a3434312dec9dbc13c8d3406127694,3858538,16,datalab
Sao Tome and Principe,ST,Law,Framework Law on Special Education (Law No. 2-2021),2021,https://media.unesco.org/sites/default/files/webform/r2e002/lei-n.o-2-2021-lei-quadro-educacao-especial.pdf,lei-n.o-2-2021-lei-quadro-educacao-especial.pdf,documents/sao-tome-and-principe/r2e002/lei-n-o-2-2021-lei-quadro-educacao-especial/document.pdf,documents/sao-tome-and-principe/r2e002/lei-n-o-2-2021-lei-quadro-educacao-especial/document.md,da11bc1d0abb5acb355c2572f1edaf6d70a07dd8c000d542d3d8f01e2f4f013e,8765d072aa9564cbcdda0a7b625ac7c1,8975114,10,datalab
Saudi Arabia,SA,Decree,Royal Decree no. 22646/R of,,https://media.unesco.org/sites/default/files/webform/r2e002/9a26d873b61e2e14e2aaa37a3bad2efb207805ac.pdf,9a26d873b61e2e14e2aaa37a3bad2efb207805ac.pdf,documents/saudi-arabia/r2e002/9a26d873b61e2e14e2aaa37a3bad2efb207805ac/document.pdf,documents/saudi-arabia/r2e002/9a26d873b61e2e14e2aaa37a3bad2efb207805ac/document.md,2db78515fde7b85002436c79a22190163c826fa7a6f08c65dda7f24bee857bf9,5eae4f884388e77c2f496c594437d1a1,445910,3,llamaparse
Saudi Arabia,SA,Consultations,National Report submitted for the 11th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/saudi-arabia_11th-consultation-on-the-implementation-of-the-1960convention-and-recommendation-saudi-national-report.pdf,saudi-arabia_11th-consultation-on-the-implementation-of-the-1960convention-and-recommendation-saudi-national-report.pdf,documents/saudi-arabia/r2e002/saudi-arabia-11th-consultation-on-the-implementation-of-the-1960convention-and-recommendation-saudi-national-report/document.pdf,documents/saudi-arabia/r2e002/saudi-arabia-11th-consultation-on-the-implementation-of-the-1960convention-and-recommendation-saudi-national-report/document.md,e2cbc93f73af1251de05a34d2b142d678254bb0d4cf367bdf44adcea71fdf04f,3cd479f740be2f9ed9bbd29b50d8e7a9,22573885,57,datalab
Senegal,SN,Law,La loi n°2015-02 du 6 janvier 2015 relative aux universités publiques,2015,https://media.unesco.org/sites/default/files/webform/r2e002/68ec6325c078d237f526525fb9ba73e313981b1a.pdf,68ec6325c078d237f526525fb9ba73e313981b1a.pdf,documents/senegal/r2e002/68ec6325c078d237f526525fb9ba73e313981b1a/document.pdf,documents/senegal/r2e002/68ec6325c078d237f526525fb9ba73e313981b1a/document.md,2f084b687e9858eceb79ca69783415ebf5ce3c6d563f82b7457fc93bfb7410b8,53a3bf6ce0137cb5d178659f756627ea,2939824,9,datalab
Seychelles,SC,Programme/plan,Education for All: National Plan of Action - 2001-2015,2015,https://media.unesco.org/sites/default/files/webform/r2e002/bee727c9af6226799b685cc966eee848e332817a.pdf,bee727c9af6226799b685cc966eee848e332817a.pdf,documents/seychelles/r2e002/bee727c9af6226799b685cc966eee848e332817a/document.pdf,documents/seychelles/r2e002/bee727c9af6226799b685cc966eee848e332817a/document.md,39cc231ae68fc1bf6a9e8a431668780b443e394bab20ec1a3cc86bc074bd7c95,63dcd1d5456b9e5f446c628b7dee030f,7506973,190,unstructured
Sierra Leone,SL,Law,Polytechnics Act - 2001,2001,https://media.unesco.org/sites/default/files/webform/r2e002/12d7d59eab64009c5b2c9c7d773826342aa80d5a.pdf,12d7d59eab64009c5b2c9c7d773826342aa80d5a.pdf,documents/sierra-leone/r2e002/12d7d59eab64009c5b2c9c7d773826342aa80d5a/document.pdf,documents/sierra-leone/r2e002/12d7d59eab64009c5b2c9c7d773826342aa80d5a/document.md,12e826b16f68d70b73877d3274bd6088f647b7e6b2cbe8d671603ae342fef301,898a692a9e6f2bc08a447fe9f5436cbb,627024,12,unstructured
Sierra Leone,SL,Law,Tertiary Education Commission Act - 2001,2001,https://media.unesco.org/sites/default/files/webform/r2e002/4739640c3515e6c9f66b3510879054e297be11e6.pdf,4739640c3515e6c9f66b3510879054e297be11e6.pdf,documents/sierra-leone/r2e002/4739640c3515e6c9f66b3510879054e297be11e6/document.pdf,documents/sierra-leone/r2e002/4739640c3515e6c9f66b3510879054e297be11e6/document.md,2b6f68adef62732c214fc919b13e0e7916bdb3a4239014e7d03eb00f3fb65a5d,50dc539d2d11e65f55a33a77ef918892,409016,10,datalab
Sierra Leone,SL,Law,"National Council for Technical, Vocational and other Awards Act - 2001",2001,https://media.unesco.org/sites/default/files/webform/r2e002/74b1c6a553493a5f16273c920e0454a5eb226490.pdf,74b1c6a553493a5f16273c920e0454a5eb226490.pdf,documents/sierra-leone/r2e002/74b1c6a553493a5f16273c920e0454a5eb226490/document.pdf,documents/sierra-leone/r2e002/74b1c6a553493a5f16273c920e0454a5eb226490/document.md,70906cbcaf96bd0c1576098b5411e2e341fa6c4d0b64f2e2d4eb6284b2a57e7e,50858da8e49fb1a793df46cc86385e3b,402787,10,reducto
State of Palestine,PS,Decree,Decree-Law No. (8) of 2017 on General Education (draft),2017,https://media.unesco.org/sites/default/files/webform/r2e002/0c8c994ff367ee2e31c5309c4b76a34c67ac5ecd.pdf,0c8c994ff367ee2e31c5309c4b76a34c67ac5ecd.pdf,documents/state-of-palestine/r2e002/0c8c994ff367ee2e31c5309c4b76a34c67ac5ecd/document.pdf,documents/state-of-palestine/r2e002/0c8c994ff367ee2e31c5309c4b76a34c67ac5ecd/document.md,6808cfcc457fd5db7547593dd2c55af42fc99cbb944bcb8a7f2b0f13d5ef60a0,d567e33e64b41edf3918adcce712edfa,459433,18,llamaparse
State of Palestine,PS,Law,Law No. (6) of 2018 on Higher Education,2018,https://media.unesco.org/sites/default/files/webform/r2e002/646342ff21b971a6c982db9f30a03cde71549e8d.pdf,646342ff21b971a6c982db9f30a03cde71549e8d.pdf,documents/state-of-palestine/r2e002/646342ff21b971a6c982db9f30a03cde71549e8d/document.pdf,documents/state-of-palestine/r2e002/646342ff21b971a6c982db9f30a03cde71549e8d/document.md,3dbe11811ad998d876be6a3614d37650b43576f7366b7560348cca09f6a6693b,87b0ca3760a16f3212b1f5fa39239aef,5253045,16,llamaparse
Syrian Arab Republic,SY,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation,1974,https://media.unesco.org/sites/default/files/webform/r2e002/syria_for_publication_compressed.pdf,syria_for_publication_compressed.pdf,documents/syrian-arab-republic/r2e002/syria-for-publication-compressed/document.pdf,documents/syrian-arab-republic/r2e002/syria-for-publication-compressed/document.md,c5da4a2de6df2b1ff12829779b73051749f9f2b3dcc55c4a467e343f291e7090,ddb417252df41f1f593a1d116596d58b,23186557,33,llamaparse
Togo,TG,Law,Loi n° 84-14 relative à la protection des filles et des garçons régulièrement inscrits dans un établissement d'enseignement ou dans un centre de formation professionnelle - 1984,1984,https://media.unesco.org/sites/default/files/webform/r2e002/245c06224e7e1be94f42e77d31e2322ab2c2b0bc.pdf,245c06224e7e1be94f42e77d31e2322ab2c2b0bc.pdf,documents/togo/r2e002/245c06224e7e1be94f42e77d31e2322ab2c2b0bc/document.pdf,documents/togo/r2e002/245c06224e7e1be94f42e77d31e2322ab2c2b0bc/document.md,9f78bf9468aa1ce19a9f84ccf5ef32244e3a52ccfbea5b8822a436d4de655d64,0a6c460b96041dde08fb258d0b5ba1ca,63531,2,unstructured
Togo,TG,Law,Loi n° 2002-16 sur l'orientation de l'enseignement technique et de la formation professionnelle - 2002,2002,https://media.unesco.org/sites/default/files/webform/r2e002/26ae219c6437d65e8d16f62b41c467226ab97477.pdf,26ae219c6437d65e8d16f62b41c467226ab97477.pdf,documents/togo/r2e002/26ae219c6437d65e8d16f62b41c467226ab97477/document.pdf,documents/togo/r2e002/26ae219c6437d65e8d16f62b41c467226ab97477/document.md,a42591f838cf45d9c260ef787173956e241048ddc08d0e8c850af95328f641c1,17784730046a4215e52b258bac456145,1093300,10,reducto
Togo,TG,Law,Loi n°2017-005 d'orientation de l'enseignement supérieur et de la recherche,2017,https://media.unesco.org/sites/default/files/webform/r2e002/8523cace94e68036d976b9cb6303d48cdecd6fed.pdf,8523cace94e68036d976b9cb6303d48cdecd6fed.pdf,documents/togo/r2e002/8523cace94e68036d976b9cb6303d48cdecd6fed/document.pdf,documents/togo/r2e002/8523cace94e68036d976b9cb6303d48cdecd6fed/document.md,203f75c8cc24e2ddbdab8d545767ca91f13b17165741b457948c957fb701c2ee,48714dfea88ddd018629edf51a5303e6,15731729,27,unstructured
Togo,TG,Law,Ordonnance n° 16 sur la réforme de l'enseignement - 1975,1975,https://media.unesco.org/sites/default/files/webform/r2e002/9d7a8d73d79a4de3975f104878278b62149f0e93.pdf,9d7a8d73d79a4de3975f104878278b62149f0e93.pdf,documents/togo/r2e002/9d7a8d73d79a4de3975f104878278b62149f0e93/document.pdf,documents/togo/r2e002/9d7a8d73d79a4de3975f104878278b62149f0e93/document.md,33cc992f61c83019aa44d953844bfb5ecd4387eeb630e6db980d4518ec19c886,94f9896d3ef7e1b6135327a04898be6a,29548,1,llamaparse
Togo,TG,Decree,Décret instituant le cadre des enseignants auxiliaires - 2007,2007,https://media.unesco.org/sites/default/files/webform/r2e002/ea74abe28f066b35acde7d8877eebd0fa67b1bde.pdf,ea74abe28f066b35acde7d8877eebd0fa67b1bde.pdf,documents/togo/r2e002/ea74abe28f066b35acde7d8877eebd0fa67b1bde/document.pdf,documents/togo/r2e002/ea74abe28f066b35acde7d8877eebd0fa67b1bde/document.md,1146a232b91a72ac9975c582dc9e4130c44e8b31cc99396f8f56c2d8fbd61cea,fb743652a24e7de04b87d18be339eff1,63297,3,llamaparse
Uganda,UG,Law,Cicular No. 2/2015,2015,https://media.unesco.org/sites/default/files/webform/r2e002/a0b0029cfacac682723492b1679f7bd2dc6c767c.pdf,a0b0029cfacac682723492b1679f7bd2dc6c767c.pdf,documents/uganda/r2e002/a0b0029cfacac682723492b1679f7bd2dc6c767c/document.pdf,documents/uganda/r2e002/a0b0029cfacac682723492b1679f7bd2dc6c767c/document.md,4ffd0fd5d68453073f3017d3d18aab7ffd11e1ba713c83226e6eafc54189a62c,2438ae5b63b509f457cf8fb04fc5a9c6,1212411,4,unstructured
United Arab Emirates,AE,Decree,Ministerial Decree No.851 of 2014 regarding the regulations for student behaviour management in public education institutions,2014,https://media.unesco.org/sites/default/files/webform/r2e002/cca76b4b17e1a05d05e90b7261688296fce38ab1.pdf,cca76b4b17e1a05d05e90b7261688296fce38ab1.pdf,documents/united-arab-emirates/r2e002/cca76b4b17e1a05d05e90b7261688296fce38ab1/document.pdf,documents/united-arab-emirates/r2e002/cca76b4b17e1a05d05e90b7261688296fce38ab1/document.md,eaa03e79d8403e3e3e557595323cb88f4fec8a2a0019b9a78193885097e7e2cd,6492deb23fcbc12898abe95989a959c8,18875008,56,llamaparse
United Republic of Tanzania,TZ,Programme/plan,Tanzania Developement Vision 2025,2025,https://media.unesco.org/sites/default/files/webform/r2e002/061eb2eed52b8f11b09b25a8845436f19d5ae0ad.pdf,061eb2eed52b8f11b09b25a8845436f19d5ae0ad.pdf,documents/united-republic-of-tanzania/r2e002/061eb2eed52b8f11b09b25a8845436f19d5ae0ad/document.pdf,documents/united-republic-of-tanzania/r2e002/061eb2eed52b8f11b09b25a8845436f19d5ae0ad/document.md,18d2bc002bc55ab1b2abe8c9458816c2dea18123573d562e87bd587ba504dd02,b681b092196d51ee78541d436c67098f,3153629,42,reducto
United Republic of Tanzania,TZ,Law,"Vocational Training (Amendment) Act, 2007 (Act No. 11 of 2007)",2007,https://media.unesco.org/sites/default/files/webform/r2e002/7cdb1daca06ade7f5c3b056fa277699dec107af7.pdf,7cdb1daca06ade7f5c3b056fa277699dec107af7.pdf,documents/united-republic-of-tanzania/r2e002/7cdb1daca06ade7f5c3b056fa277699dec107af7/document.pdf,documents/united-republic-of-tanzania/r2e002/7cdb1daca06ade7f5c3b056fa277699dec107af7/document.md,84da85a573b4b8cf6d817e492c82ed018105abcfeead9cdab5fcc1773ea9e50c,e1a5a7e145c81b7f73dab364175a187e,1134102,10,reducto
United Republic of Tanzania,TZ,Programme/plan,Tanzania Development Vision 2025,2025,https://media.unesco.org/sites/default/files/webform/r2e002/b8f92896159b2436114a02bce1c4829f832454e8.pdf,b8f92896159b2436114a02bce1c4829f832454e8.pdf,documents/united-republic-of-tanzania/r2e002/b8f92896159b2436114a02bce1c4829f832454e8/document.pdf,documents/united-republic-of-tanzania/r2e002/b8f92896159b2436114a02bce1c4829f832454e8/document.md,15f335a8c0cb7063a7728a308e24bc873fbb51075c1916884f151a6efafa180e,181dd5ebb45e830729124d9e2965d193,3159669,42,reducto
United Republic of Tanzania,TZ,Programme/plan,Education and Training Policy,,https://media.unesco.org/sites/default/files/webform/r2e002/e0403107b75fcd4d10966a544e1b389f28ebf60c.pdf,e0403107b75fcd4d10966a544e1b389f28ebf60c.pdf,documents/united-republic-of-tanzania/r2e002/e0403107b75fcd4d10966a544e1b389f28ebf60c/document.pdf,documents/united-republic-of-tanzania/r2e002/e0403107b75fcd4d10966a544e1b389f28ebf60c/document.md,84a06e2b5c0505ccad0c234b2af6de5ee87c3884d09bb6125bed2c46af034811,295052f93d4b856378acbbcdd085158d,3077089,104,datalab
Venezuela (Bolivarian Republic of),VE,Law,Organic Law of Education - 2009,2009,https://media.unesco.org/sites/default/files/webform/r2e002/6a63a62ba6439cec544ea6c9bcf1da889c0b5180.pdf,6a63a62ba6439cec544ea6c9bcf1da889c0b5180.pdf,documents/venezuela-bolivarian-republic-of/r2e002/6a63a62ba6439cec544ea6c9bcf1da889c0b5180/document.pdf,documents/venezuela-bolivarian-republic-of/r2e002/6a63a62ba6439cec544ea6c9bcf1da889c0b5180/document.md,c3d813a950fd8c172d91366be03824067e43beeea272a80be826028de36bc39e,bfa97202cc76b5cd71ca1587228dfb31,707611,8,llamaparse
